degree,probability,scale
1,0.3253689388615564,loglog
2,0.09009135628952855,loglog
3,0.05439212930428658,loglog
4,0.034434293745608,loglog
5,0.023190442726633946,loglog
6,0.022487702037948063,loglog
7,0.019395643007730178,loglog
8,0.015600843288826412,loglog
9,0.012508784258608565,loglog
10,0.015460295151089237,loglog
11,0.01208713984539704,loglog
12,0.013070976809557265,loglog
13,0.008995080815179194,loglog
14,0.009135628952916369,loglog
15,0.00829234012649332,loglog
16,0.00744905130007027,loglog
17,0.006605762473647221,loglog
18,0.007870695713281795,loglog
19,0.004638088545326773,loglog
20,0.006184118060435696,loglog
21,0.005903021784961346,loglog
22,0.0057624736472241716,loglog
23,0.0039353478566408985,loglog
24,0.005340829234012647,loglog
25,0.0036542515811665483,loglog
26,0.005340829234012647,loglog
27,0.004356992269852423,loglog
28,0.005481377371749822,loglog
29,0.005200281096275472,loglog
30,0.004497540407589598,loglog
31,0.005059732958538297,loglog
32,0.003092059030217849,loglog
33,0.0039353478566408985,loglog
34,0.0036542515811665483,loglog
35,0.0028109627547434992,loglog
36,0.003092059030217849,loglog
37,0.004075895994378073,loglog
38,0.0035137034434293735,loglog
39,0.004075895994378073,loglog
40,0.0035137034434293735,loglog
41,0.003794799718903723,loglog
42,0.003794799718903723,loglog
43,0.0032326071679550238,loglog
44,0.004216444132115248,loglog
45,0.0039353478566408985,loglog
46,0.0036542515811665483,loglog
47,0.003794799718903723,loglog
48,0.0039353478566408985,loglog
49,0.003092059030217849,loglog
50,0.003794799718903723,loglog
51,0.0036542515811665483,loglog
52,0.003794799718903723,loglog
53,0.0022487702037948,loglog
54,0.002951510892480674,loglog
55,0.0036542515811665483,loglog
56,0.0025298664792691495,loglog
57,0.0039353478566408985,loglog
58,0.0033731553056921986,loglog
59,0.0023893183415319747,loglog
60,0.003092059030217849,loglog
61,0.0033731553056921986,loglog
62,0.0018271257905832753,loglog
63,0.0026704146170063244,loglog
64,0.003092059030217849,loglog
65,0.0018271257905832753,loglog
66,0.0033731553056921986,loglog
67,0.003092059030217849,loglog
68,0.0009838369641602248,loglog
69,0.0022487702037948,loglog
70,0.003092059030217849,loglog
71,0.002108222066057625,loglog
72,0.002951510892480674,loglog
73,0.0023893183415319747,loglog
74,0.00140548137737175,loglog
75,0.0025298664792691495,loglog
76,0.0015460295151089251,loglog
77,0.0018271257905832753,loglog
78,0.00140548137737175,loglog
79,0.002108222066057625,loglog
80,0.0016865776528461002,loglog
81,0.002108222066057625,loglog
82,0.0007027406886858749,loglog
83,0.0011243851018974,loglog
84,0.0016865776528461002,loglog
85,0.0015460295151089251,loglog
86,0.00140548137737175,loglog
87,0.0026704146170063244,loglog
88,0.0009838369641602248,loglog
89,0.0022487702037948,loglog
90,0.0007027406886858749,loglog
91,0.0011243851018974,loglog
92,0.0011243851018974,loglog
93,0.0015460295151089251,loglog
94,0.0009838369641602248,loglog
95,0.0008432888264230499,loglog
96,0.00140548137737175,loglog
97,0.00140548137737175,loglog
98,0.00140548137737175,loglog
99,0.0011243851018974,loglog
100,0.001264933239634575,loglog
101,0.0011243851018974,loglog
102,0.000421644413211525,loglog
103,0.00140548137737175,loglog
104,0.0011243851018974,loglog
105,0.001264933239634575,loglog
106,0.0005621925509487,loglog
107,0.0011243851018974,loglog
108,0.0005621925509487,loglog
109,0.001264933239634575,loglog
110,0.0009838369641602248,loglog
111,0.0008432888264230499,loglog
112,0.001264933239634575,loglog
113,0.0007027406886858749,loglog
114,0.0016865776528461002,loglog
115,0.001264933239634575,loglog
116,0.0011243851018974,loglog
117,0.0007027406886858749,loglog
118,0.001264933239634575,loglog
119,0.0011243851018974,loglog
120,0.000421644413211525,loglog
121,0.0008432888264230499,loglog
122,0.0005621925509487,loglog
123,0.0009838369641602248,loglog
124,0.0009838369641602248,loglog
125,0.0005621925509487,loglog
126,0.0016865776528461002,loglog
128,0.000421644413211525,loglog
129,0.000421644413211525,loglog
130,0.0007027406886858749,loglog
131,0.00028109627547435,loglog
132,0.00028109627547435,loglog
133,0.0007027406886858749,loglog
134,0.000421644413211525,loglog
135,0.00028109627547435,loglog
136,0.000421644413211525,loglog
138,0.0007027406886858749,loglog
139,0.0008432888264230499,loglog
140,0.00028109627547435,loglog
141,0.0005621925509487,loglog
142,0.000421644413211525,loglog
143,0.000421644413211525,loglog
144,0.0011243851018974,loglog
145,0.00028109627547435,loglog
146,0.0007027406886858749,loglog
147,0.0011243851018974,loglog
148,0.000421644413211525,loglog
149,0.000421644413211525,loglog
150,0.0005621925509487,loglog
152,0.000421644413211525,loglog
153,0.000140548137737175,loglog
154,0.0005621925509487,loglog
155,0.000140548137737175,loglog
156,0.000421644413211525,loglog
157,0.0007027406886858749,loglog
158,0.00028109627547435,loglog
159,0.0005621925509487,loglog
160,0.0005621925509487,loglog
161,0.000140548137737175,loglog
162,0.0005621925509487,loglog
163,0.0005621925509487,loglog
164,0.000421644413211525,loglog
166,0.000140548137737175,loglog
167,0.00028109627547435,loglog
168,0.000421644413211525,loglog
169,0.00028109627547435,loglog
170,0.000140548137737175,loglog
171,0.00028109627547435,loglog
172,0.000421644413211525,loglog
173,0.00028109627547435,loglog
