degree,probability,scale
1,0.016400054765524415,loglog
2,0.020973716247967535,loglog
3,0.02179149876222314,loglog
4,0.021843303989370556,loglog
5,0.021369656198308485,loglog
6,0.020685087125289086,loglog
7,0.020241042321168395,loglog
8,0.01959902754187723,loglog
9,0.018627679532863217,loglog
10,0.018226189022470758,loglog
11,0.017510166775826144,loglog
12,0.0171401294390589,loglog
13,0.016320496738119458,loglog
14,0.01529364312859036,loglog
15,0.01566923102540911,loglog
16,0.014646077789247685,loglog
17,0.015060519606426997,loglog
18,0.013669179220182164,loglog
19,0.013585920819409535,loglog
20,0.013029014627574834,loglog
21,0.012026213444935607,loglog
22,0.01251836310283604,loglog
23,0.012427703955328065,loglog
24,0.012362947421393797,loglog
25,0.011091869169598319,loglog
26,0.011239884104305216,loglog
27,0.011091869169598319,loglog
28,0.010361045429483014,loglog
29,0.010536813164447455,loglog
30,0.00999655865276728,loglog
31,0.01005021406659853,loglog
32,0.009804139237648314,loglog
33,0.009661674862992926,loglog
34,0.008991907283444216,loglog
35,0.009128821098048096,loglog
36,0.008710678907501112,loglog
37,0.008316589143843998,loglog
38,0.008595967333103267,loglog
39,0.00825738316996124,loglog
40,0.0077448814585386085,loglog
41,0.008137121035511886,loglog
42,0.007743031271854772,loglog
43,0.007804087432421367,loglog
44,0.007535810363265116,loglog
45,0.007595016337147875,loglog
46,0.006967803051327399,loglog
47,0.0073119377745209345,loglog
48,0.006599615901243992,loglog
49,0.006841990356826536,loglog
50,0.0063849942459189915,loglog
51,0.006584814407773303,loglog
52,0.006656971688442915,loglog
53,0.006261031738101965,loglog
54,0.006372042939132138,loglog
55,0.006111166616711232,loglog
56,0.0056227173321784715,loglog
57,0.005866941974444852,loglog
58,0.005852140480974162,loglog
59,0.0052674814888819185,loglog
60,0.0057614813334661875,loglog
61,0.004958500312681271,loglog
62,0.0048770920985924775,loglog
63,0.0048271370581289,loglog
64,0.004688373056841184,loglog
65,0.004804934817922865,loglog
66,0.004586612789230192,loglog
67,0.004518155881928252,loglog
68,0.004264680306242691,loglog
69,0.004048208464233854,loglog
70,0.003916845209681483,loglog
71,0.004268380679610363,loglog
72,0.00456811092239183,loglog
73,0.004120365744903466,loglog
74,0.003946448196622862,loglog
75,0.004100013691381268,loglog
76,0.0035856617932748,loglog
77,0.003953848943358207,loglog
78,0.0037373771013493695,loglog
79,0.003576410859855619,loglog
80,0.0033303360309054025,loglog
81,0.0038224856888058353,loglog
82,0.0038150849420704905,loglog
83,0.003465399658825446,loglog
84,0.003223025203242902,loglog
85,0.003309983977383204,loglog
86,0.0030084035479179014,loglog
87,0.002954748134086651,loglog
88,0.00294549720066747,loglog
89,0.003465399658825446,loglog
90,0.0030195046680209186,loglog
91,0.002893691973520056,loglog
92,0.0027142238651879434,loglog
93,0.0025791602372679,loglog
94,0.002667969198092038,loglog
95,0.0024885010897599254,loglog
96,0.003263729310287299,loglog
97,0.002738276292077814,loglog
98,0.0027345759187101418,loglog
99,0.00244224642266402,loglog
100,0.0025662089304810463,loglog
101,0.0022923813012732867,loglog
102,0.00206110796579376,loglog
103,0.002216523647236002,loglog
104,0.002286830741221778,loglog
105,0.0024551977294508735,loglog
106,0.0020407559122715617,loglog
107,0.0023922913822004423,loglog
108,0.0021166135663088464,loglog
109,0.0020389057255877255,loglog
110,0.0022128232738683295,loglog
111,0.0020907109527351394,loglog
112,0.0019056922843515125,loglog
113,0.0021443663665663896,loglog
114,0.00200745255196251,loglog
115,0.001966748444918113,loglog
116,0.002016703485381691,loglog
117,0.0019186435911383675,loglog
